id,source,date,text,keep_for_gold,relevance_score,primary_signal,rationale,noise_category
128,app_store,2026-08-28,"Extremely Disappointing Experience with Myntra. I am extremely disappointed with my recent experience with Myntra. At the time of placing the order of athena sequined skirt… there was no clear mention of any ₹50 return fee. The only information provided was that ₹23 would be deducted as a platform fee in case of a return. However, when I actually returned the skirt, an additional ₹50 was deducted under the name of “return fee.” My concern is not simply about the amount, but about the lack of transparency. If a return fee is applicable, it should be clearly disclosed to the customer before the order is placed, not introduced at the time of return. What made the experience even worse was the customer service. Instead of addressing my concern properly, the representative behaved in a highly unprofessional manner and disconnected the call in the middle of the conversation. This is completely unacceptable for a platform of Myntra’s stature. Customers deserve clear policies, transparent charges, and respectful customer service. Unexpected deductions and such poor handling of genuine complaints seriously damage customer trust. After this experience, I have decided that I will no longer purchase anything from Myntra, nor will I recommend Myntra to anyone. A company may consider ₹50 insignificant, but for a customer, transparency and trust are far more valuable than ₹50. Extremely disappointing and unacceptable experience.",True,80,quality_doubt,Disappointing experience with return fee policy,
129,play_store,2026-08-28,"Very pathetic service and they are not taking ownership for their own issue and asking customers to wait to resolve their technical issues which is not correct behaviour as a customer supporting platform...over all satisfaction is ""0"" @myntrateam Try looking for a different platform to purchase atleast they will take the responsibility of u r valuable money. Please don't waste u r time for calling them( I have spoke with agent,escalation team and their manager and all of them have same excuse)",True,80,quality_doubt,Customer dissatisfaction with service and technical issues,service_complaint
130,play_store,2026-08-28,"Very disappointed with the return process. I requested a return over a week ago, and the expected pickup date has already passed with no update. No one has come to collect the item, and my refund is still stuck because of this delay. Such slow and unresponsive service makes it hard to trust shopping here again. Please fix this and process my return/refund immediately.",True,80,delivery_hesitation,slow and unresponsive service makes it hard to trust shopping here again,delivery_complaint
131,app_store,2026-08-28,"Worse service. I’m giving 1 star only because there is no 0-star option. My orders have been getting delayed repeatedly for the past few months, and my current order is still not delivered. This has become extremely frustrating. Other shopping apps provide much better service and delivery. Myntra seriously needs to improve its delivery service and customer experience.",True,80,delivery_service,Delayed orders and poor delivery service,
132,play_store,2026-08-28,"very bad experience with product delivery and customer care service.I have been facing exchange related issue from since a month but no one responded from customer care service.they have delivered me a product of different colour and delayed pickup and return ,now they have closed the return window despite of several mail and calls no one responded.",True,80,quality_doubt,Delivery and product issues led to exchange problems.,
133,app_store,2026-08-28,Bad. Worst app ever all my orders from last month got cancelled and some of them came different size than I ordered,True,80,quality_doubt,Received wrong size and orders were cancelled,quality_doubt
134,app_store,2026-08-28,Bold and Beautiful. Very attractive can be worn with western as well as ethnic wear.Recommended,True,80,recommended,Reviewer recommends the product for its versatility.,
135,play_store,2026-08-28,They fraudulently avoid accepting returns. Quality of clothes is also pathetic.,True,80,quality_doubt,Quality of clothes is also pathetic.,
136,play_store,2026-08-28,it's cheap plus good 😊 shoes clothes and even accessories are so beautiful ❤️❤️,True,80,price_hesitation,"Mentioned 'cheap' as a positive aspect, implying price is a consideration.",
137,play_store,2026-08-28,Sometimes we are getting duplicate items. Montra needs to take care of this.,True,80,fit_uncertainty,"Duplicate items are received, possibly due to sizing issues.",
138,app_store,2026-08-28,Review. Great dress very nyc fit u wear it n u r party ready,True,80,fit_uncertainty,"User mentions 'very nyc fit' but doesn't confirm purchase, indicating uncertainty.",
139,app_store,2026-08-28,Grt style. Product is really nice and formal look is grt,True,80,liked_look,Mentions product has great style and formal look,
140,app_store,2026-08-28,Phone sling. Good quality product and great service,True,80,quality_doubt,Good quality product,
141,play_store,2026-08-28,bohut acha aa app but bohut Price magta hai 🥲,True,80,price_hesitation,The app is good but the price is too high,
142,app_store,2026-08-28,Good quality. Comfortable this is so good,True,80,quality_doubt,Mentions good quality and comfortable,
143,play_store,2026-08-28,better than flipkart and amazon,True,80,comparison_behavior,better than flipkart and amazon,
144,play_store,2026-08-28,awesome price and good quality,True,80,price_hesitation,"Mentioned 'awesome price' as a positive aspect, implying price is a consideration.",
145,app_store,2026-08-28,Fast delivered. Great febric,True,80,quality_doubt,Mentions great fabric,
146,play_store,2026-08-28,comfortable breathable 🤌,True,80,liked_look,Reviewer liked the comfort and breathability of the product.,
147,play_store,2026-08-27,"worst app!!! i ordered an outfit from it ( 30 mins ) and it was showing 89 mins fir the outfit to be delivered, but when u checked again it was showing already delivered but i haven't received it and neither the delivery person called me plus I have paid online ( ₹511 ) for that order , now tell me where the hell is my order? I want full refund now, please take some actions on this I have already emailed, please do something either deliver my order or gave me full refund!!!",True,80,delivery_uncertainty,Expressed frustration with delayed delivery and lack of communication.,
148,play_store,2026-08-27,my order got cancelled without proper refund,True,80,refund_issue,Expressed frustration with cancelled order and lack of proper refund.,
149,youtube,2026-08-26,Which size you are wearing ???,True,80,fit_uncertainty,"Reviewer asks about the size of the product, indicating uncertainty about fit.",
150,youtube,2026-08-26,Di please make like this affordable vedio more,True,80,price_hesitation,Myntra should make affordable videos like this.,
151,youtube,2026-08-24,Can you put a review now....how is it after using for 10months?,True,80,post_purchase_experience,Reviewing after using for 10 months,
152,youtube,2026-08-17,Link for red palazo set link please,True,80,fit_uncertainty,"Reviewer asks for the link of a specific product, indicating uncertainty about fit.",
153,app_store,2026-08-15,Baggy jeans. Very very good b,True,80,price_hesitation,"no mention of price, but 'very very good' could imply a positive price-value ratio",
154,youtube,2026-08-07,Dikhata h sets lekin bhejta h missing products,True,80,quality_doubt,missing products,
155,app_store,2026-08-06,Kalini dress. Good fitting,True,80,fit_uncertainty,Good fitting,
156,app_store,2026-07-10,Lipbalm. Fantastic lipbalm for kids. Lovely colour and most importantly it’s pocket friendly,True,80,price_hesitation,pocket friendly,
157,app_store,2026-07-07,shirt. awesome pattern n fitting,True,80,fitting,liked the pattern and fitting of the shirt,
158,youtube,2026-06-24,Es saree k fabric ka kya naam h??,True,80,quality_doubt,Customer is asking about the fabric of the saree.,
159,youtube,2026-06-14,3rd and last hits different 😅❤❤❤,True,80,fit_uncertainty,Different sizes didn't fit,
160,youtube,2026-06-12,This top is very bad because this was very tight,True,80,fit_uncertainty,found the top too tight,
161,app_store,2026-05-31,polka dot top i bought is nice. amazing quality and style . overwhelmed by getting this top,True,80,price_hesitation,overwhelmed by getting this top,
162,app_store,2026-05-14,All items. Best price and quality,True,80,price_quality,Best price and quality.,
163,youtube,2026-04-17,What size of this top?,True,80,fit_uncertainty,Asking about size indicates uncertainty about fit.,
164,youtube,2026-04-17,does it come with blouse piece?,True,80,quality_doubt,Customer is asking if the saree comes with a blouse piece.,
165,app_store,2026-04-08,Great quality. Very pretty product,True,80,liked_look,Reviewer mentions 'Very pretty product' which implies they liked the look,
166,youtube,2026-04-03,"How can I get in Nepal, what is it's price?",True,80,price_hesitation,Customer is unsure about the price and wants to know how to get the product in Nepal.,
167,youtube,2026-03-31,Maine to denim tshirt mangaya tha 1399 me par tshirt ke jaga bekar sa shirt aaya,True,80,quality_doubt,Received a defective product,
168,app_store,2026-03-24,Clothing. Its super comfortable and same as shown,True,80,fit_uncertainty,Reviewer mentions 'same as shown' which implies they are concerned about fit,
169,app_store,2026-02-22,Good product. I liked the styling of the dress and colour.,True,80,fit_uncertainty,liked the styling of the dress and colour,
170,youtube,2026-02-11,250 rupees for thise saree,True,80,price_hesitation,User finds the price of the saree too high.,
171,youtube,2026-01-31,Is this available and what's it's price?,True,80,quality_doubt,Customer is asking about the availability and price of the saree.,
172,app_store,2026-01-21,Fashion. Amazing style and fit,True,80,fit_uncertainty,Mentioned 'amazing style and fit' but no clear purchase decision,
173,youtube,2026-01-04,Do you have a longer version? Cause not everybody likes crop??,True,80,fit_uncertainty,"Customer inquired about a longer version, indicating uncertainty about the current length.",
174,app_store,2025-12-29,"Moved to another platfrom. I tried using Myntra multiple times here in the UK but the app doesn't work. I wanted to order products for my family in India. While in India, I can easily use the app but not in the UK. Now I've moved to another platform, thanks to your poor support.",True,80,quality_doubt,"App doesn't work in the UK, leading to poor support.",
175,youtube,2025-12-14,Second wale ki link dedijiye plz ❤❤,True,80,liked_look,Reviewer liked the second dress,
176,youtube,2025-12-03,Shoe aur shirt ka price hi 2k hogaya tho trousers milaake 2k kaise hua??,True,80,price_hesitation,"Shoe and shirt price is too high, adding trousers makes it even more expensive.",
177,youtube,2025-11-21,2nd and yellow one ❤,True,80,liked_look,Reviewer liked the 2nd and yellow dress,
178,youtube,2025-11-18,Didi ye v blouse wear kiya ha golden penyeh readymade wala haina?? Kesa hai?? Same match krta hai kya saare se? To me bi order kru isliye shadi hai,True,80,fit_uncertainty,Uncertain about the fit of the golden blouse,
179,app_store,2025-11-14,Cool and comfortable. Cool and comfortable,True,80,fit_uncertainty,"No mention of fit uncertainty, but 'Cool and comfortable' suggests a positive experience.",
180,youtube,2025-11-14,Dark blue link please 😭,True,80,fit_uncertainty,Shopper is unsure about the fit of the dark blue link.,
181,youtube,2025-11-09,Trouser and sweater link please,True,80,comparison_behavior,"Customer asked for the link of the outfit, indicating they wanted to purchase.",
182,youtube,2025-11-04,Jo pehne ho ow kaha se liya link,True,80,comparison_behavior,"Customer asked for the link of the outfit, indicating they wanted to purchase.",
183,youtube,2025-11-03,Very very pretty dresses ❤❤❤❤,True,80,liked_look,Reviewer found dresses very pretty,
184,youtube,2025-11-01,The pants you wore give the link of that also,True,80,comparison_behavior,looking for alternative,
185,youtube,2025-10-29,Bro these are to costly😭,True,80,price_hesitation,Reviewer finds the product too costly.,
186,youtube,2025-10-13,Bhai 2 shirt ek sath order karne per ek hi packet mein aaenge ya alag order id or saler bhi same hai,True,80,fit_uncertainty,2 shirt ek sath order karne per ek hi packet mein aaenge ya alag order id or saler bhi same hai,
187,youtube,2025-10-12,Didi white dress lovely dress 👗👗👗👗👗💮💮💮💮💮🌹🌹🌹🌺🌺🌺🌷🌷🌷💐💐💐😊😊,True,80,liked_look,lovely dress,
188,youtube,2025-10-11,Blue dress link plzzz di,True,80,fit_uncertainty,"Reviewer asks for the link of a specific product, indicating uncertainty about fit.",
189,youtube,2025-09-25,Bhai myntra sa blazer Order keya delivery nahin hu rahi ha kya karoo,True,80,delivery_issue,Delivery issue with the blazer order,
190,youtube,2025-09-24,Red pallazzo short kurta link pls,True,80,price_hesitation,Looking for a cheaper option,
191,youtube,2025-09-19,Bahi app inn ko phir return karta hoo kya,True,80,return_policy,Concern about return policy,
192,youtube,2025-09-10,Jiji please messho se batvo ye to bohot mahnga hai 😢,True,80,price_hesitation,Shopper thinks the product is expensive,
193,app_store,2025-09-06,Jackit. Very nice fabric . I loved it ❤️,True,80,liked_look,I loved it,
194,app_store,2025-09-01,Blue kurta set. Comfortable nice quality,True,80,fit_uncertainty,"blue kurta set, comfortable",
195,youtube,2025-07-26,Aaone jo white wala shirt pehena h uska 🔗,True,80,comparison_behavior,Mentioned a specific product (white shirt) they want to compare,
196,youtube,2025-07-19,Cotton anarkali naam hai kya iska😮😮,True,80,fit_uncertainty,Reviewer is unsure about the name of the cotton anarkali.,
197,youtube,2025-07-11,Mujhe ek shoes ka suggestion do lightweight maine bahut Sare shoes khareed liya hai lekin samajh Nahin a Raha Kuchh acche Nahin lagte Tum batana kaun se wale Mein nb ke hi lena hai,True,80,price_hesitation,User is unsure about the quality of lightweight shoes and seeks suggestions.,
198,youtube,2025-07-11,Rupu Mujhe shoes lene hain❤ please mujhe batao na kaun se wale lu,True,80,price_hesitation,User is hesitant to buy shoes due to uncertainty about the product.,
199,youtube,2025-07-02,Ye link say ye kurti order karna hai,True,80,comparison_behavior,Customer is comparing the product with a link and wants to order it.,
200,youtube,2025-07-01,Is this sarees come with tags?,True,80,quality_doubt,Customer is asking if the saree comes with tags.,
201,youtube,2025-06-30,In your post section their's no link for this dress please give me charity,True,80,quality_doubt,"Asks for charity link, implies product quality or authenticity concern",
202,youtube,2025-06-12,Denim skirts plssss❤❤❤❤,True,80,liked_look,Reviewer likes the product and wants to save it,
203,youtube,2025-06-01,Beautiful what is the price please,True,80,price_uncertainty,Asks for price but doesn't express urgency,
204,youtube,2025-06-01,Link plz for the second kurta,True,80,fit_uncertainty,Reviewer asks for a link to the second kurta.,
205,youtube,2025-04-17,Ithinte price please,True,80,price_hesitation,"Asks for price, implies hesitation due to cost",
206,youtube,2025-04-14,Footwear link please beacuse it's seems so comfortable and i am expecting provide link,True,80,quality_doubt,Expecting a link to the comfortable footwear,
207,youtube,2025-03-01,Bhai ye shirt to maine bhi Oder ki hai,True,80,comparison_behavior,Has ordered similar item from another platform,
208,youtube,2025-02-27,Very useful video Now I want to purchase 😊,True,80,quality_doubt,waiting to decide after watching the video,
209,youtube,2025-01-04,Myntra walo k to mdm price bhi show nhi krti video me ...kyonki wo out of budget hote h 😂😂😂😂😂😂,True,80,price_hesitation,"Out of budget, unable to afford",
210,youtube,2024-10-18,Youtuber ko saste me milta hai Myntra par mujhe to sab mahnga dikhta h jaise ki pant 3000se 4000 rs ka,True,80,price_hesitation,Perceived prices as high compared to YouTube influencer prices.,
211,youtube,2024-10-15,Look at the price next keep it in mind do have we all afford 700+ rs for 1 piece # its stupidity,True,80,price_hesitation,Reviewer found the price of the product to be too high and questioned its affordability.,
212,youtube,2024-10-11,"Myntra is very cheap and provide cheap quality clothes , they charge high cost of the dresses but sends u 3rd class clothes",True,80,quality_doubt,The reviewer thinks Myntra provides cheap quality clothes.,
213,youtube,2024-10-10,Bhai maine yehi same top same colour me 350 rs ka liya hai mat batao ye sab ab 😭😭,True,80,price_hesitation,Compared the product's price to an alternative purchase,
214,youtube,2024-10-09,I got 3200 rs jeans in 389 in sale+coupon from Myntra.Its soooo beautiful ❤,True,80,price_hesitation,Saved money with sale and coupon discounts.,
215,youtube,2024-10-09,I got this top in 400 🙂 thoda sa wait karna chahiye tha.. 🤧,True,80,price_hesitation,The reviewer mentions that the product was overpriced and that they should have waited for a discount.,
216,youtube,2024-10-04,I got this top from meesho in 222 rs,True,80,price_hesitation,saved due to low price,
217,youtube,2024-06-25,Atleast show toh kr deti ki dress hai kesi ?,True,80,fit_uncertainty,Unclear about the dress's quality,
218,youtube,2024-02-06,What is this?No review nothing.Not even showing us the fit.,True,80,fit_uncertainty,Uncertainty about the product's fit,
219,youtube,2025-09-29,Aapke video se hi mne wo maroon clr saree li h❤❤,True,75,liked_look,Customer liked the maroon saree and purchased it.,
220,youtube,2023-04-07,Can you tell me what's the jeans length,True,75,fit_uncertainty,"Asking about the jeans length, indicating uncertainty about fit",
221,play_store,2026-08-29,"hangs, pictures added on reviews don't open, unable to add item in cart. button gets stuck. mostly it's buggy on pixel phone and not iphone",True,70,technical_issues,"hangs, buggy on pixel phone",
222,play_store,2026-08-29,good app for shopping but recently the AI generated models for clothing and makeup.it is ruining expirence as a customer,True,70,quality_doubt,AI generated models for clothing and makeup are ruining experience as a customer,
223,play_store,2026-08-29,"return policy is very bad ,they rejected return for some products code even product is same or original with tag",True,70,quality_doubt,"return policy is very bad, they rejected return for some products",return_policy
224,play_store,2026-08-28,"best aap for Good choice for clothes and branded fashion, but always check product reviews, size chart, seller/product details, and return eligibility before ordering",True,70,comparison_behavior,"checking product reviews, size chart, and return eligibility",
225,play_store,2026-08-28,lovely product in all respects. fabric fitting and pattern very comfortable and stylish,True,70,fit_uncertainty,"product is very comfortable and stylish, implying fit is good",
226,play_store,2026-08-28,"vry slow delivery, no response for any complain.",True,70,delivery_issue,"very slow delivery, no response for any complain",delivery_issue
227,app_store,2026-08-28,"Myntra is now losing its charm. I have been using myntra since its launch , I bought each and every garment, accessories, cloths etc from this particular application but from past one year myntra had disappointed me by its quality, service, and every time they send me wrong products. Its is very much disappointing to wait for upto 10 days and then got a wrong product . Myntra is now dealing in cheap and low quality products also this is the main reason we are suffering For sure I am going to quit myntra now",True,70,fit_uncertainty,Received wrong products,
228,play_store,2026-08-28,"On 26 they said my number was not available and cancelled the delivery, I gave an alternative number that same day and then today they cancelled the delivery again, I called them and they didn't pick up... poor delivery team.. worst delivery I ever seen, can't even give 2 marks out of 100... I am abroad but at the same address I purchase from Amazon and Flipkart and the item arrives at home correctly, this is the first time I have had such an experience. With this, I stopped deal with you.",True,70,delivery_issue,"Poor delivery team, worst delivery I ever seen.",
229,app_store,2026-08-28,Push and win. I ordered my all need from Myntra but when ever I want my reward the disappointed me all time I can’t get anything back and when I want the push and win to open its not open for me and my reward was all time say that better luck next time can you please solve this,True,70,reward_system,Difficulty with reward system and push notifications,
230,app_store,2026-08-28,Top review. The product is very nice and looks chic,True,70,liked_look,Mentions product looks chic,
231,play_store,2026-08-28,amazing quality clothes,True,70,liked_look,Amazing quality clothes,
232,app_store,2026-08-28,Amazing. Nice comfort,True,70,comfort,Reviewer mentions the product's comfort.,
233,play_store,2026-08-27,The platform fee is too high; it should be reduced.,True,70,price_hesitation,"Platform fee is too high, indicating price sensitivity.",
234,app_store,2026-08-04,Myntra fashion. Nice shirt pure cotton looks classy,True,70,wishlist_hesitation,"no urgency to buy, just likes the look",
235,youtube,2026-07-08,Link for 1st white dress plz,True,70,fit_uncertainty,Shopper is unsure about the fit of the first white dress.,
236,app_store,2026-05-10,"Hair glue. It’s really Amazing, fixes hair, with shine. I love it.",True,70,liked_product,I love it.,
237,youtube,2026-03-13,ఈ డ్రెస్ కావాలి దొరుకుతుందా 4 xl,True,70,fit_uncertainty,Checking availability of 4XL size,
238,youtube,2026-02-13,Shirt ka size kon sa or kaise pta kre k mere shirt ka saze kya hai...,True,70,fit_uncertainty,User is unsure about shirt size and wants to know how to determine it.,
239,app_store,2026-01-13,"Amazing Kaftan. When I wore this Kaftan, everyone asked me where i got it from",True,70,liked_look,Mentioned 'everyone asked me where i got it from' which indicates they liked the look,
240,app_store,2025-12-29,Iphone x. App is not working and throwing error Please resolve issue on iphone x 16.7 os version.,True,70,fit_uncertainty,"App not working on iPhone X, throwing error.",
241,youtube,2025-12-23,Thoda side se aaram se cut karke aap wapas refund bhi le sakte the 😂😂😂 lekin 😢😢😢,True,70,price_hesitation,Thoda side se aaram se cut karke aap wapas refund bhi le sakte the,
242,youtube,2025-12-18,Bro tag is not present with the product,True,70,fit_uncertainty,Missing product tag,
243,app_store,2025-12-13,plum lotion spf35. so good,True,70,liked_look,So good.,
244,youtube,2025-11-21,Myntra b bahut expensive milta hai,True,70,price_hesitation,Myntra is too expensive,
245,youtube,2025-10-30,White dress link plzzz...the starting one,True,70,comparison_behavior,looking for a white dress,
246,youtube,2025-10-13,"Aap btao na, which one should we prefer, is there any quality difference or not",True,70,quality_doubt,Asking about quality difference,
247,app_store,2025-09-26,Nice product. Comfortable and quality is good,True,70,quality_doubt,quality is good,
248,youtube,2025-09-24,Shops me isse acha mil raha h ...isse Kam price me,True,70,price_hesitation,Found a cheaper option elsewhere,
249,youtube,2025-08-14,Please send some more sobre looking suits,True,70,price_hesitation,Wants more affordable options,
250,youtube,2025-04-16,Aapne mirror kha se liya or price,True,70,price_hesitation,User is inquiring about the price of a mirror.,
251,youtube,2025-03-22,Pants ka size kya hai??,True,70,fit_uncertainty,Unclear about the pants size,
252,youtube,2025-01-10,Use the style code which is visible in the tag of the product in this video,True,70,quality_doubt,"Mentioned the style code visible in the product tag, indicating quality concern",
253,play_store,2026-08-29,"Sometimes it becomes very difficult to order from this, as soon as you go to order, the prices increase, this is a very bad thing, otherwise the shopping platform is quite good, it sends 10 out of 10 very good items.",True,60,price_hesitation,"Prices increase as soon as trying to order, otherwise good shopping platform",
254,play_store,2026-08-29,i feel like the quality is good in myntra than other,True,60,quality_comparison,feels like quality is good in Myntra than other,
255,play_store,2026-08-29,i Like myntra products🥰🥰6,True,60,liked_look,likes Myntra products,
256,play_store,2026-08-28,very good quality same as adv photo,True,60,quality_confirmed,Product quality is the same as the advertised photo.,
257,play_store,2026-08-28,I've faced this issue two times ki maine order Kara or wo bina mere tak aaye order delivered dikha rha hai ek bar order delivery boy ke ghar pe tha... or dundhne pe order mil gya after 7 days or 2nd time mere paise bhi kate or order delivery bhi ni hua and still it's showing delivered...,True,60,delivery_issue,"Order delivered but not received, payment made but order not delivered.",
258,play_store,2026-08-28,not for time delivery bat app use 10 ⭐️above Given 1⭐️,True,60,price_hesitation,"Reviewer mentions that the app uses 10 ⭐️ above, implying that the price is high.",
259,app_store,2026-08-28,Rakhi. Beautiful rakhi with delicious sweets,True,60,occasion_mismatch,Rakhi,
260,youtube,2026-08-11,Please do budget friendly dresses,True,60,price_hesitation,"Reviewer asks for budget-friendly dresses, indicating price hesitation.",
261,youtube,2026-07-11,Waaooo so preetyyyy can u please provide the link of trouser❤❤I like it❤️,True,60,liked_look,User likes the look of the trouser and wants the link.,
262,youtube,2026-06-30,Overall bhot achha outfit h...,True,60,liked_look,overall a good outfit,
263,youtube,2026-05-25,Link for first dress,True,60,wishlist_hesitation,Shopper is saving a look but hasn't made a purchase yet.,
264,youtube,2026-05-02,Ye messho par rs150 ki mil jayegi 😅,True,60,price_hesitation,Comparing prices on Meesho indicates hesitation about price.,
265,youtube,2026-03-19,I have 1st and 3rd saree... and trust me meesho is best..❤,True,60,comparison_behavior,Comparing Myntra with Meesho,
266,youtube,2026-02-12,My favourite colour and trending design,True,60,liked_look,Saves favourite colour and trending design,
267,youtube,2026-01-11,Transparent anf thin fabric,True,60,quality_doubt,"Transparent and thin fabric, uncertain about quality",
268,app_store,2026-01-09,Pullover status quo. Fits really well and looks good,True,60,fit_uncertainty,Mentioned 'fits really well' but no clear purchase decision,
269,youtube,2025-10-28,Pink Wale ka link🤌🤌🤌✨,True,60,wishlist_hesitation,saving a look,
270,youtube,2025-09-20,Pant kis size ka liya or waist ka measurement kese kiya?navel k niche se ya upar se bta do?,True,60,fit_uncertainty,Customer is unsure about the size and waist measurement of the pants.,
271,youtube,2025-07-15,Hey guys🌺 Check ‘community posts’ for the links🎀,True,60,wishlist_hesitation,Saving a look for later,
272,youtube,2025-06-13,2nd i have in lavendra coour,True,60,fit_uncertainty,"Mentioned having the same product in a different color, indicating fit uncertainty",
273,youtube,2025-06-12,Summer trousers or any set in cotton please❤,True,60,price_hesitation,"Customer asked for a cotton set, implying a preference for a more affordable option.",
274,youtube,2025-04-19,Ye sb kaha s milta dress bhai link,True,60,fit_uncertainty,User is unsure about where to find the dress.,
275,youtube,2025-04-19,Need an accessories haul too. 🥺💓,True,60,wishlist_hesitation,Wanting an accessories haul too,
276,youtube,2025-04-16,Have you bought it or got it,True,60,quality_doubt,User is asking if the product has been purchased or received.,
277,youtube,2025-02-27,Nice looking like Pakistani drama Hero ❤❤❤😂,True,60,liked_look,Saved a look from a Pakistani drama hero,
278,play_store,2026-08-28,nice tshirt for man go for it,True,50,product_recommendation,Recommends a product without explicitly stating purchase decision.,
279,app_store,2026-08-28,Awesome. Beautiful kurti.,True,50,liked_look,User expresses admiration for the product ('Beautiful kurti') but doesn't confirm purchase.,
280,youtube,2026-08-22,Link pls for all suit,True,50,fit_uncertainty,Customer is unsure about the size of the suit.,
281,youtube,2026-08-13,Ye red suit ka link Kidr h,True,50,fit_uncertainty,Customer is unsure about the size of the red suit.,
282,youtube,2026-08-08,Yellow dress link plzzz,True,50,fit_uncertainty,Customer is unsure about the size of the yellow dress.,
283,youtube,2026-01-28,I think meesho is best according to the price,True,50,comparison_behavior,Comparing Myntra with Meesho,
284,youtube,2025-06-21,Hot pink colour 🩷🩷🩷🩷,True,50,liked_look,"Hot pink colour, liked the look",
285,youtube,2025-04-14,Link of lavender dress plzzz,True,50,liked_look,User is requesting the link of a lavender dress.,
286,youtube,2025-03-15,Shirt to such me bhut achi hai ❤,True,50,liked_look,liked the shirt,
287,youtube,2026-07-13,Bhai loose fit hai ya fir straight fit,True,48,fit_uncertainty,heuristic_keep,
288,play_store,2026-08-25,always the best quality of material,True,44,quality_doubt,heuristic_keep,
289,play_store,2026-08-24,they will not refund your amount and if you contact help centre then they are like we can't refund your amount it showing delivered to you becoming worst like flipkart ig now the better app is ajio will contact in any time and refund the amount asap if any problem goes,True,44,comparison_behavior,heuristic_keep,
290,youtube,2024-08-17,"Myntra looks better than meesho. From quality to fitting everything is better than meesho one. There is a border in lower edge of the kamiz in myntra's one but none in meesho's one. Fabric texture also better in myntra. I will give quality 10/10, fitting 10/10 to myntra's one.",True,44,quality_doubt,heuristic_keep,
291,youtube,2024-08-12,"Quality natural fabric will last longer, will not disrupt your endocrine system, will not pollute the environment, and will financially support small weavers or growers (if cotton).",True,44,quality_doubt,heuristic_keep,
292,play_store,2026-08-25,good dress at good price got the bonus discount on first order loved it,True,40,price_hesitation,heuristic_keep,
293,youtube,2026-05-24,I liked this last one ❤,True,40,liked_look,"Customer expressed liking for a previous item, indicating a desire to save a look they liked.",
294,youtube,2026-03-29,First wali saree mene leke galti krdi bout common ho geyi h abi😢,True,40,fit_uncertainty,Mistakenly bought a saree,
295,youtube,2025-10-03,First time ajio sale discount is good,True,40,price_hesitation,heuristic_keep,
296,youtube,2025-04-22,Mirror ka hai sey li ya aapne,True,40,quality_doubt,User is questioning the authenticity of the mirror.,
297,play_store,2026-08-25,the photos are excellent but the product which comes ha so many fitting issues,True,30,fit_uncertainty,heuristic_keep,
298,play_store,2026-08-24,"My experience with Myntra has been really good. The app is easy to use, with a wide variety of clothing, footwear, and accessories. I especially like the filters, size options, discounts, and fast delivery. The product quality has generally been good, and the return and exchange process is also convenient. Overall, Myntra makes online shopping simple and enjoyable.",True,30,fit_uncertainty,heuristic_keep,
299,play_store,2026-08-24,I order product is size issues return my product refund is created a few minutes I really very happy myntra thank you so much I want denim maxi for 56 length pls,True,30,fit_uncertainty,heuristic_keep,
300,play_store,2026-08-24,"wrong size shirt send ed by myntra 2 times, more shirts and jeans ordered already genuinely I feel not not good by myntra",True,30,fit_uncertainty,heuristic_keep,
301,play_store,2026-08-24,Take the clothes are any other by seeing reviews and size that suits you,True,30,fit_uncertainty,heuristic_keep,
302,youtube,2026-06-15,Video mai jo dikha rhe ho unboxing krke uska size kya hai?,True,30,fit_uncertainty,heuristic_keep,
303,youtube,2026-06-08,Wash ke bad tight hogi kya???,True,30,fit_uncertainty,heuristic_keep,
304,youtube,2026-04-16,What size are you wearing ?,True,30,fit_uncertainty,heuristic_keep,
305,youtube,2025-11-27,2nd outfit was looking fire on you,True,30,fit_uncertainty,heuristic_keep,
306,youtube,2025-11-15,Size please that sweatshirt you're wearing first,True,30,fit_uncertainty,heuristic_keep,
307,youtube,2025-08-25,Pls mention siza and price 46 - size available,True,30,fit_uncertainty,heuristic_keep,
308,youtube,2025-08-22,I actually brought Kurti from Myntra 2 days before its colour fitting is bestest o love Myntra it was my first time to buy online clothes really Myntra is far better than messho why people don’t understand,True,30,fit_uncertainty,heuristic_keep,
309,youtube,2025-06-21,Nisha ji Jo aapane first product dikhaya Hai usmein se 42 size kaun sa hai,True,30,fit_uncertainty,heuristic_keep,
310,youtube,2025-06-08,Di which size is yours? small or medium?,True,30,fit_uncertainty,heuristic_keep,
311,youtube,2025-04-18,Ye saree outfit ka koi link hai,True,30,fit_uncertainty,heuristic_keep,
312,youtube,2025-04-14,Rupal I just loved how you nailed all the fits in this on this audio ❤😍,True,30,fit_uncertainty,heuristic_keep,
313,youtube,2025-04-14,Her body plays the main role with the outfits ❤❤,True,30,fit_uncertainty,heuristic_keep,
314,youtube,2025-04-14,Aap hr outfit m itne sundar kese lgte ho❤❤,True,30,fit_uncertainty,heuristic_keep,
315,youtube,2025-02-28,What size you wearing,True,30,fit_uncertainty,heuristic_keep,
316,play_store,2026-08-25,"Myntra orders are never delivered on time. They keep getting delayed, and it has been a really disappointing experience. I ordered a shirt from Myntra, and although it was delivered initially, I later requested an exchange. The new exchange order gets confirmed, reaches the delivery hub, but then it never gets delivered. This keeps happening repeatedly. Overall, my experience with Myntra has been extremely poor. The delivery service is unreliable, orders are constantly delayed, and even exchange",True,28,wishlist_delay,heuristic_keep,
